Name,Position,Age,ca,pa,Nationality,Club,Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick Taking,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technique,Aggressiion,Anticipation,Bravery,Composure,Concentration,Vision,Decision,Determination,Flair,Leadership,Off The Ball,Position.1,Teamwork,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength,Stability,Foul,Contest performance,Injury,diversity,Aerial Reach,Command Of Area,Communication,Eccentricity,Handling,Kicking,One On Ones,Reflexes,Rushing Out,Punching,Throwing,Adaptation,Ambition,Argue,Loyal,Resistant to stress,Professional,Sportsmanship,Emotional control,GK,DL,DC,DR,WBL,WBR,DM,ML,MC,MR,AML,AMC,AMR,ST,Height,Weight,Left Foot,Right Foot,Values,Current reputation,Domestic reputation,World reputation,Race,RCA,Colour of skin,Date of birth,Number of national team appearances,Goals scored for the national team,Salary,Rental club,UID
Aleksandar Popović,GK,22,116,135,Serbia,FK Partizan Beograd,3,3,3,2,10,6,8,2,2,3,10,4,1,5,5,12,12,10,13,11,13,10,3,11,2,10,11,10,9,12,12,13,8,13,5,13,11,8,3,11,12,14,12,12,8,12,9,14,14,9,11,13,20,10,8,11,8,11,11,11,20,1,1,1,1,1,1,1,1,1,1,1,1,1,190,80,8,20,2.0,5500,5500,2900,Northern_European,114,4,1999/9/27,1,0,1249.0,,62175114
Marlon Mustapha,S R,21,116,136,Austria,1. FSV Mainz 05,3,7,12,12,11,4,12,8,3,6,11,12,8,12,16,11,12,10,9,11,10,13,14,4,14,7,12,16,16,11,12,12,13,15,13,12,11,12,10,8,9,2,1,2,1,2,4,1,3,3,3,1,12,17,8,13,11,12,8,8,1,1,1,1,1,1,1,1,1,1,14,12,15,20,185,82,11,20,0.9,5800,5600,3300,African_Caribbean,113,15,2001/5/24,0,0,4794.0,,16283628
Mees Hilgers,D C,21,116,-75,"Holland,Indonesia",FC Twente,10,11,6,6,12,8,13,10,5,12,11,9,12,9,13,12,13,13,13,11,13,11,5,8,11,12,13,15,10,10,15,14,12,10,12,13,14,6,16,9,14,1,2,1,3,3,1,4,1,3,3,3,11,14,6,9,12,10,11,11,1,10,20,14,1,1,1,1,1,1,1,1,1,1,183,0,8,20,5.0,5800,5800,3851,South_East_Asian,111,6,2001/5/13,0,0,2340.0,,37078404
Adis Jasic,D/M RC,19,116,-8,Austria,Wolfsberger Athletiksport Club,6,8,10,6,12,7,9,8,4,8,9,9,10,12,6,11,13,10,11,11,9,14,4,8,9,12,13,13,13,12,13,13,12,15,13,12,8,5,8,8,5,1,3,3,3,1,4,2,1,2,2,1,7,10,3,9,10,12,12,14,1,1,1,20,1,15,1,1,17,17,1,1,1,1,178,0,20,12,1.0,5842,5842,2742,Northern_European,102,4,2003/2/12,0,0,1477.0,,16282801
Jean Hugonet,D C,22,116,141,France,Sportclub Austria Lustenau,5,2,2,4,11,9,12,10,5,11,11,3,15,6,13,15,12,11,15,7,15,13,7,12,10,15,5,10,13,9,12,13,11,11,8,12,13,10,14,11,16,1,2,2,1,3,1,1,1,3,2,1,17,12,7,12,10,15,11,13,1,1,20,1,1,1,1,1,1,1,1,1,1,1,186,82,6,20,0.9,5750,5600,2628,Northern_European,110,5,1999/11/24,0,0,2000.0,,49056691
Ricard Sánchez,D/WB/M R,22,116,141,Spain,Granada,11,13,12,8,10,11,9,9,12,11,11,3,12,12,11,12,13,12,12,12,11,10,13,11,14,11,11,10,14,13,13,9,12,13,11,11,11,5,2,7,13,1,3,2,3,3,2,3,1,3,1,2,9,10,8,12,9,10,9,15,1,1,1,20,1,19,1,1,1,18,1,1,15,1,179,0,8,20,2.5,5700,5700,2000,Mediterranean_Hispanic,108,4,2000/2/22,0,0,3205.0,,67278450
Carlos Domínguez,D C,21,116,152,Spain,Vigo,8,7,4,9,12,3,14,8,6,14,11,9,15,11,16,14,14,13,15,9,12,4,5,7,12,15,12,13,13,11,11,13,8,13,11,13,11,7,6,6,3,3,3,2,1,1,3,1,2,3,2,2,13,12,8,12,9,10,9,15,1,12,20,1,1,1,1,1,1,1,1,1,1,1,187,0,20,6,0.7,5600,5600,3600,Mediterranean_Hispanic,123,3,2001/2/11,0,0,2797.0,,67279603
Beni Baningime,DM/M C,23,116,136,"England,Democratic Republic of Congo",Heart Of Midlothian,5,7,10,7,12,5,11,7,5,13,11,9,15,13,14,15,15,14,11,10,13,15,10,10,8,13,15,16,12,13,15,11,14,11,14,12,14,12,13,5,10,1,2,1,1,1,2,3,4,2,2,1,14,8,5,11,14,11,15,15,1,1,1,1,1,1,16,1,20,1,1,1,1,1,181,0,8,20,0.9,5800,5800,3500,African_Caribbean,112,14,1998/9/9,0,0,3480.0,,28106923
Emil Ceïde,AM RL,20,116,-75,"Norway,Haiti",U.S. Sassuolo,7,11,16,9,14,7,4,10,3,4,11,5,3,14,6,9,7,12,9,11,11,14,15,3,13,5,6,8,15,16,14,5,13,14,13,9,8,6,10,3,6,1,4,3,3,3,2,1,3,1,3,2,13,14,4,9,14,14,11,11,1,1,1,1,1,1,1,12,1,12,20,1,20,1,182,70,10,20,2.2,5800,5950,4600,African_Caribbean,110,13,2001/9/3,0,0,14615.0,,53166991
Luciano Ferreyra,AM LC,20,116,137,Argentina,Club Atlético Rosario Central,13,13,13,13,14,11,9,13,5,10,13,8,12,14,9,11,10,12,11,13,12,12,13,8,12,11,12,11,13,13,14,3,12,13,11,8,12,8,10,9,11,1,1,2,2,2,2,2,3,2,3,3,17,12,8,10,10,13,12,13,1,1,1,1,1,1,1,1,12,1,20,15,1,1,164,63,8,20,0.6,5626,5626,3050,Mixed_Race,117,7,2002/2/19,0,0,4344.0,,14227040
Ludovit Reis,DM/M C,22,116,140,"Holland,Slovakia",Hamburger SV,8,8,11,7,13,11,9,12,6,9,13,9,11,12,14,12,14,13,13,12,12,15,13,12,13,11,14,15,11,12,14,8,15,11,14,11,14,10,11,5,12,3,2,2,3,1,2,3,3,1,1,3,12,15,5,12,13,15,12,13,1,1,1,1,1,1,20,13,20,11,1,12,1,1,178,74,12,20,6.0,5492,5492,3996,Mediterranean_Hispanic,114,3,2000/6/1,0,0,4424.0,,37069474
Imanol,D L,22,116,135,"Spain,Pays Basque",A. Bilbao,10,13,11,10,11,8,10,7,12,12,12,8,12,13,14,12,13,13,11,10,12,13,12,9,12,13,14,14,13,13,11,9,13,12,13,13,13,13,7,12,13,2,3,2,2,3,3,1,1,3,3,1,15,10,7,10,11,10,12,15,1,20,13,1,15,1,1,1,1,1,1,1,1,1,177,67,20,9,1.5,5800,5800,3800,Mediterranean_Hispanic,116,4,2000/6/8,0,0,3417.0,Eibar,67276239
Matouš Trmal,GK,23,116,135,Czech Republic,Vitória Sport Clube,5,2,1,1,8,6,3,3,2,2,8,3,2,8,12,8,13,11,15,4,9,14,13,14,3,13,11,6,10,12,14,17,13,10,13,15,13,11,12,7,11,15,12,11,5,12,10,14,16,7,14,9,17,13,4,11,11,13,10,9,20,1,1,1,1,1,1,1,1,1,1,1,1,1,196,81,7,20,0.45,5800,5450,3812,Northern_European,114,1,1998/10/2,0,0,4499.0,Clube Sport Marítimo - SAD,25058063
Ali McCann,DM/M C,22,116,135,"Northern Ireland,Scotland,England",Preston North End,7,8,12,9,13,7,9,8,4,12,14,4,15,12,9,14,11,15,10,13,12,16,8,7,13,12,14,15,11,11,10,10,15,12,13,12,12,4,12,2,9,2,3,3,3,2,2,3,2,2,2,1,12,16,11,16,15,14,12,15,1,1,1,1,1,1,16,1,20,1,1,1,1,1,176,64,10,20,2.2,5800,5900,4007,Northern_European,115,1,1999/12/4,14,1,11599.0,,61088006
Miloš Kerkez,D/WB/M L,18,116,-8,"Hungary,Serbia",AZ Alkmaar,6,12,13,7,12,8,5,10,10,9,12,7,12,13,14,12,14,14,11,10,10,13,12,7,13,9,14,15,15,14,11,10,15,13,13,10,10,9,11,4,12,2,1,2,1,2,1,4,1,1,1,1,12,15,7,8,9,13,12,5,1,20,1,13,20,10,1,17,1,1,12,1,1,1,176,71,20,7,20.0,6250,5750,3750,Northern_European,107,1,2003/11/7,0,0,4444.0,,2000011147
Owen Otasowie,DM C,21,116,148,"United States,England,Nigeria",Club Brugge KV,7,9,12,5,11,5,12,10,11,10,12,4,13,12,13,12,13,12,10,10,11,13,11,8,10,11,11,13,15,13,15,17,10,15,11,15,10,8,8,9,13,2,3,2,2,3,3,3,2,2,1,1,10,12,7,14,11,9,12,13,1,1,15,1,1,1,20,1,1,1,1,1,1,1,191,88,9,20,0.2,4999,5106,4053,African_Caribbean,113,14,2001/1/6,1,0,10000.0,,29188478
Carl Gustafsson,DM/M C,22,116,137,Sweden,Kalmar FF,12,12,10,8,12,10,12,10,8,12,13,8,11,12,8,12,12,13,13,12,13,14,7,8,12,13,13,12,12,10,11,10,12,13,15,11,14,5,11,9,8,3,3,1,2,3,2,1,2,1,1,2,7,13,2,15,14,14,17,17,1,1,14,1,1,1,19,1,20,1,1,10,1,1,180,78,10,20,1.2,5800,5800,1000,Northern_European,115,1,2000/3/18,0,0,1165.0,,93081619
Bastien Toma,DM/M C,23,116,138,"Switzerland,Albania,Kosovo",K Racing Club Genk,11,11,12,7,14,11,7,10,6,9,14,10,10,14,15,13,11,12,12,16,12,12,9,15,12,10,14,10,13,13,10,6,13,11,11,7,14,14,10,12,18,3,1,3,2,1,2,3,1,3,1,3,19,13,6,11,11,13,10,12,1,1,1,1,1,1,17,1,20,1,1,15,1,1,173,69,12,20,1.0,5795,6245,3795,Northern_European,115,2,1999/6/24,0,0,10000.0,Futebol Clube Paços de Ferreira,98038259
Freddy Vargas,AM RLC,23,116,135,Venezuela,Metropolitanos de Caracas Fútbol Club,12,12,15,8,12,13,9,12,6,5,13,11,7,13,14,12,10,11,12,12,13,15,14,10,12,8,13,12,13,14,13,9,15,12,13,10,14,4,13,5,13,2,4,2,3,2,2,1,1,2,2,1,7,15,5,12,15,14,13,14,1,1,1,1,1,1,1,15,1,15,20,15,17,1,178,72,8,20,0.5,5750,5044,2522,Mixed_Race,116,8,1999/4/1,1,0,4149.0,,86061304
Edvin Kurtuluş,D RC,22,116,140,"Sweden,Kosovo,Turkey",Hammarby IF,6,11,9,8,12,7,12,8,8,13,11,7,13,11,15,13,14,12,12,11,12,14,7,10,12,12,12,12,12,11,13,11,12,13,13,14,12,15,10,5,11,2,1,3,2,4,3,3,3,4,3,2,14,13,5,8,14,14,7,7,1,1,20,19,1,14,12,1,12,1,1,1,1,1,185,79,10,20,3.5,5800,6000,1250,Mediterranean_Hispanic,116,6,2000/3/5,2,0,1863.0,,93135498
Franz Gonzáles,DM/M RLC,22,116,139,Bolivia,Club Atlético Platense,8,12,12,12,13,11,9,11,14,9,11,10,9,12,11,12,13,12,12,13,13,19,5,11,14,11,12,13,12,11,11,10,12,11,13,11,14,7,5,6,12,1,2,1,1,2,3,3,2,3,3,1,16,13,4,10,10,10,11,10,1,1,1,1,1,1,17,16,20,18,1,1,1,1,180,81,12,20,0.25,5459,5709,2978,Mixed_Race,115,3,2000/6/26,8,0,416.0,Club Deportivo Oriente Petrolero,86065231
Tyrhys Dolan,AM RLC,20,116,135,United Kingdom,Blackburn Rovers,7,9,16,11,11,7,4,9,5,5,11,7,6,12,9,10,15,10,11,9,9,15,13,6,11,7,12,16,16,16,9,7,18,11,12,9,11,8,11,2,14,2,3,2,2,3,1,3,2,2,2,1,13,14,7,10,12,13,7,13,1,1,1,1,1,10,1,10,1,10,20,15,20,15,171,70,9,20,5.0,5800,5800,3500,Mixed_Race,104,12,2001/12/28,0,0,5800.0,,29218322
Nikita Krivtsov,M C,19,116,-75,Russia,FC Krasnodar,11,11,11,11,14,10,12,11,5,12,13,9,10,11,11,9,10,9,13,13,11,14,14,13,11,11,14,13,11,12,12,12,13,12,12,11,16,5,19,8,15,2,2,2,1,1,2,3,3,4,4,2,18,10,3,11,11,12,9,10,1,1,1,1,1,1,13,1,20,1,1,15,1,1,186,80,10,20,3.5,5500,5500,2918,Northern_European,109,1,2002/8/18,0,0,19303.0,,2000006748
Diogo Queirós,D C,23,116,136,Portugal,Futebol Clube de Famalicão,4,4,8,5,10,5,14,5,4,14,11,12,12,10,14,12,14,12,11,9,13,12,4,13,7,12,13,13,11,11,13,13,16,12,14,13,14,12,13,9,6,2,1,2,2,3,1,3,1,1,1,3,19,11,6,16,11,13,12,13,1,1,20,1,1,1,1,1,1,1,1,1,1,1,185,80,11,20,0.3,5800,5800,3800,Northern_European,115,5,1999/1/5,0,0,3149.0,,83105843
Kamil Piątkowski,D RC,22,116,141,Poland,Fussballclub RB Salzburg,5,9,9,6,11,5,12,9,9,13,11,7,13,10,16,11,14,12,11,10,11,16,5,9,12,11,13,14,12,12,13,15,15,13,14,14,11,7,9,6,7,2,1,2,3,3,2,1,3,2,2,2,20,15,5,13,14,13,13,13,1,1,20,14,1,15,14,1,1,15,1,1,1,1,191,83,9,20,3.0,5793,5793,3947,Northern_European,114,1,2000/6/21,3,0,7399.0,,96131647
Maximilian Beier,S RL,19,116,146,Germany,TSG Hoffenheim,4,7,13,12,11,8,12,10,3,7,11,12,8,12,13,12,12,11,9,12,9,16,14,4,13,7,13,16,16,13,11,11,16,15,12,8,11,6,16,4,13,1,1,3,3,3,2,3,1,1,1,1,13,16,4,12,12,18,14,12,1,1,1,1,8,8,1,10,1,10,15,11,15,20,185,72,12,20,12.0,5992,5992,3995,Northern_European,113,1,2002/10/17,0,0,16300.0,Hannover 96,91207281
Noah Katterbach,D/WB L,21,116,141,Germany,1. FC Köln,11,12,13,9,12,8,8,10,10,11,13,8,11,13,11,12,11,11,11,10,12,14,13,7,11,10,14,12,13,12,12,11,12,14,12,10,8,6,12,14,12,2,1,2,3,3,1,3,3,1,3,1,7,13,7,14,16,18,13,17,1,20,7,10,18,10,13,12,13,7,10,7,7,1,180,76,20,14,0.8,5800,5800,3550,Northern_European,112,2,2001/4/13,0,0,1915.0,FC Basel 1893,91178620
Christian Früchtl,GK,22,116,141,Germany,Fussballklub Austria Vienna,2,2,1,1,11,3,6,2,3,3,11,3,2,11,7,11,12,15,12,10,10,12,8,11,1,12,12,12,11,14,13,16,12,11,12,11,12,5,13,8,1,14,12,10,12,11,11,14,14,15,8,12,7,14,8,12,12,16,14,18,20,1,1,1,1,1,1,1,1,1,1,1,1,1,193,84,20,8,1.5,5800,5800,3532,Northern_European,116,3,2000/1/28,0,0,6711.0,,91172526
Ransford-Yeboah Königsdörffer,WB/M/AM/S R,20,116,135,"Germany,Ghana",Hamburger SV,12,14,13,11,16,8,11,9,11,11,15,11,10,11,14,9,9,13,9,13,14,16,13,14,16,11,8,13,13,13,12,10,13,13,9,9,7,9,7,5,12,3,2,3,1,1,4,4,1,3,3,3,9,13,7,11,11,10,9,10,1,1,1,1,1,16,1,1,1,18,1,14,18,20,183,72,7,20,1.7,5450,5450,3750,African_Caribbean,113,14,2001/9/13,0,0,4499.0,,91205184
Lautaro Chávez,AM RLC,21,116,135,Argentina,Club de Gimnasia y Esgrima La Plata,11,13,14,11,12,12,8,10,11,7,12,3,6,14,12,12,11,11,12,12,11,9,15,8,13,7,9,13,14,14,7,8,12,14,11,8,9,5,15,13,12,2,3,1,2,3,4,2,2,4,1,2,18,12,8,12,11,15,12,8,1,1,1,1,1,1,1,12,1,14,18,16,20,12,175,68,20,8,0.15,5822,5822,3060,Native_American,112,11,2001/1/17,0,0,1072.0,,14204922
Andres Andrade,D LC,23,116,135,Panama,DSC Arminia Bielefeld,7,9,12,6,12,7,10,7,9,11,11,10,12,13,11,12,10,11,10,11,10,8,6,7,12,15,13,12,14,14,14,14,13,13,13,12,12,7,8,6,9,3,3,1,4,3,3,1,3,1,1,1,15,12,4,12,10,10,10,4,1,20,18,1,13,1,12,12,1,1,1,1,1,1,187,78,20,11,1.5,5737,5840,3847,Mediterranean_Hispanic,115,13,1998/10/16,18,1,2900.0,,80030203
Álvaro Barreal,AM RL,21,116,138,"Argentina,United States",FC Cincinnati,10,12,13,11,13,9,6,11,5,9,11,7,9,13,12,10,7,9,6,12,10,12,15,11,12,8,10,9,14,14,12,7,14,13,13,11,12,5,15,6,13,3,3,3,2,3,3,4,4,2,2,2,14,10,5,11,10,10,10,14,1,10,1,1,15,10,1,14,1,13,20,12,18,1,172,66,20,10,5.0,5933,5933,2539,Mediterranean_Hispanic,109,7,2000/8/17,0,0,6786.0,,14201730
Javi López1,D/WB L,20,115,-75,"Spain,Pays Basque",Alavés,8,12,12,7,11,4,11,10,11,13,13,8,14,12,12,13,11,11,12,10,11,15,13,13,12,11,10,15,14,14,12,12,12,13,13,11,13,5,11,10,12,3,2,1,2,2,2,2,1,1,3,2,9,9,1,10,12,10,11,18,1,20,1,1,18,1,1,13,1,1,10,1,1,1,183,75,20,8,5.0,5500,5500,3000,Mediterranean_Hispanic,117,3,2002/3/25,0,0,2568.0,,67293674
Javi Martínez1,M/AM C,22,115,135,"Spain,Pays Basque",Atlético Pamplona,13,11,10,9,13,13,10,11,3,4,14,11,11,13,7,9,12,13,12,15,13,13,14,10,10,13,13,11,12,13,11,9,11,11,13,12,10,10,10,8,13,3,1,2,2,1,4,1,1,3,2,4,19,12,8,10,11,12,11,19,1,1,1,1,1,1,12,1,20,1,1,18,14,1,180,70,10,20,1.2,5750,5750,4250,Mediterranean_Hispanic,114,6,1999/12/22,0,0,3068.0,Albacete,67249495
Matías Galarza1,M/AM C,20,115,-75,Argentina,K Racing Club Genk,7,10,14,11,13,11,8,10,7,8,13,5,10,14,13,9,11,13,13,16,8,8,11,4,13,11,9,14,12,13,12,8,15,11,12,8,12,14,14,6,17,4,2,1,3,2,3,1,3,3,2,2,18,11,6,9,10,4,10,19,1,1,1,1,1,1,15,10,20,10,1,17,1,10,180,76,13,20,5.0,4500,4567,2537,Mediterranean_Hispanic,109,10,2002/3/4,0,0,3499.0,,14253397
David Nemeth,D C,21,115,-75,Austria,FC St. Pauli,4,6,10,6,12,5,12,6,6,13,12,6,13,12,8,12,13,12,12,11,11,14,10,6,7,13,12,12,11,10,13,16,14,12,12,14,13,3,12,5,8,1,3,3,3,1,3,1,3,3,2,1,16,15,5,8,11,12,15,17,1,1,20,1,1,1,14,1,1,1,1,1,1,1,191,89,13,20,1.0,5755,5502,3758,Northern_European,114,2,2001/3/18,0,0,9588.0,,16202269
Ilias Akhomach,M/AM RC,18,115,-85,"Spain,Morocco",Barcelona,10,10,15,11,14,10,6,11,6,5,12,10,6,16,11,9,13,11,9,12,12,14,17,8,13,5,11,7,14,15,12,7,14,13,11,9,15,10,15,5,15,1,3,1,3,1,3,3,1,1,1,3,12,14,10,14,15,14,11,12,1,1,1,1,1,1,1,12,18,17,14,19,20,14,175,0,20,8,3.0,5750,5750,2750,North_African__Middle_Eastern,110,8,2004/4/16,0,0,1189.0,,2000056415
Dion Sanderson,D RC,22,115,138,United Kingdom,Wolverhampton Wanderers,8,9,11,7,10,7,13,10,11,13,10,8,13,11,12,11,13,11,12,9,10,11,8,11,9,12,12,13,13,11,12,13,12,14,13,15,12,11,11,5,11,2,1,2,2,3,2,2,2,3,2,2,13,10,5,11,11,11,10,12,1,1,20,19,1,14,1,1,1,1,1,1,1,1,188,78,8,20,3.5,5739,5739,3007,African_Caribbean,114,15,1999/12/15,0,0,5800.0,Birmingham City,29175235
Liam Delap,S,19,115,-85,"England,Republic of Ireland",Manchester City,3,7,12,13,12,7,9,10,9,5,12,11,7,12,16,12,14,12,12,8,8,16,13,7,12,6,11,14,13,12,9,13,14,14,13,13,10,16,5,11,8,2,3,1,2,3,2,3,2,1,3,4,9,13,11,12,14,12,13,6,1,1,1,1,1,1,1,1,1,1,12,1,1,20,185,0,12,20,8.0,5746,5746,4246,Northern_European,110,4,2003/2/8,0,0,9279.0,Stoke City,28126247
Julian Araujo,D/WB R,20,115,137,"Mexico,United States",LA Galaxy,4,12,12,6,12,5,10,6,9,12,12,11,13,12,12,10,15,11,11,10,10,11,6,3,11,12,14,14,14,13,14,9,11,14,15,9,11,5,3,7,14,1,4,1,2,3,3,1,1,1,2,2,19,12,7,8,13,11,10,12,1,10,1,20,10,18,1,8,1,15,5,1,10,1,178,70,8,20,8.0,5756,5456,3225,Mediterranean_Hispanic,111,10,2001/8/13,3,0,13160.0,,72053642
Juan Larios,D/WB L,18,115,-8,Spain,Southampton,10,12,13,7,12,8,8,7,9,11,13,7,12,14,12,7,12,12,10,8,9,15,10,9,9,9,14,14,16,15,13,7,12,14,14,8,12,10,13,8,16,1,1,1,2,2,3,4,2,2,1,1,8,9,1,13,9,10,12,18,1,20,1,12,17,12,1,1,1,1,1,1,1,1,171,0,20,8,5.0,6150,5750,4250,Mediterranean_Hispanic,106,8,2004/1/12,0,0,6960.0,,2000030287
Kevin Paredes,AM RL,19,115,-75,"United States,Dominican Republic",VfL Wolfsburg,7,11,13,10,11,7,5,8,6,10,11,7,12,12,13,12,13,11,9,11,10,13,13,5,13,10,12,12,15,12,12,5,14,14,13,8,12,11,15,9,17,3,2,3,1,2,1,2,3,3,1,2,10,12,6,12,10,13,12,12,1,12,1,10,15,10,1,15,8,12,20,10,15,8,168,61,20,9,5.0,5745,5395,4245,Mixed_Race,109,7,2003/5/7,0,0,19177.0,,72056310
Odin Bjørtuft,D/DM C,23,115,136,Norway,Odds BK,7,10,10,7,11,8,12,8,8,15,12,6,13,11,13,12,11,13,11,11,12,13,9,10,10,13,12,12,11,10,12,14,12,13,13,13,12,8,12,9,13,1,3,2,4,2,3,3,1,2,2,2,10,13,5,13,11,14,13,13,1,1,20,1,1,1,16,1,15,1,1,1,1,1,188,83,7,20,1.3,5776,5776,3142,Northern_European,115,5,1998/12/19,0,0,1210.0,,53126894
Enzo Roldán,M RC,21,115,140,Argentina,Club Atlético Unión de Santa Fe,11,11,14,10,13,10,7,10,9,8,13,7,8,14,9,10,9,8,12,13,12,10,12,13,10,8,13,12,13,14,10,8,11,14,12,9,10,6,8,8,11,2,3,1,2,2,4,1,1,2,2,2,13,12,7,15,12,12,13,20,1,1,1,1,1,1,10,14,20,18,1,1,14,1,176,0,12,20,1.5,5590,5590,2895,Mediterranean_Hispanic,110,7,2000/12/8,0,0,3506.0,,14201371
Yehor Yarmoliuk,M/AM C,18,115,-8,Ukraine,Brentford,8,11,12,13,11,7,11,13,6,11,13,6,12,12,11,15,6,8,11,13,12,15,10,6,9,13,13,18,12,12,12,8,15,12,13,7,13,7,10,5,17,2,2,3,1,2,2,1,3,1,3,3,12,9,7,11,12,15,12,12,1,1,1,1,1,1,1,1,20,1,1,20,1,1,180,72,12,20,5.0,5750,4117,3602,Northern_European,112,1,2004/3/1,0,0,3480.0,,71110357
Stefán Teitur Þórðarson,M C,23,115,135,Iceland,Silkeborg Idrætsforening,7,10,8,6,13,10,7,8,14,12,9,8,15,15,14,14,10,10,12,15,15,10,5,10,12,15,11,13,11,15,10,14,5,15,8,8,11,11,12,9,14,3,3,1,2,1,1,1,1,1,1,3,12,12,1,10,12,10,11,16,1,1,1,7,1,1,15,1,20,1,1,7,1,1,189,0,12,20,1.0,5748,5698,2248,Northern_European,118,4,1998/10/16,12,1,2016.0,,39045459
Rubin Colwill,AM C,20,115,-75,Wales,Cardiff City,10,11,13,12,13,12,12,11,7,10,12,11,10,14,8,11,11,13,12,13,10,8,13,10,12,11,13,13,10,12,13,10,12,12,12,14,9,8,9,8,14,2,3,1,3,3,2,1,1,1,1,3,13,12,6,15,11,13,14,12,1,1,1,1,1,1,1,1,15,1,1,20,1,14,189,80,11,20,1.0,5750,5750,2500,Mediterranean_Hispanic,115,8,2002/4/27,6,1,2900.0,,28122158
Dario Marešić,D/DM C,22,115,140,"Austria,Croatia",Stade de Reims,4,7,9,6,12,5,13,6,6,13,14,7,12,12,8,12,12,9,10,12,11,16,8,8,5,12,12,12,13,13,14,14,16,14,14,14,12,6,12,9,5,2,3,1,4,3,2,2,1,2,2,3,15,17,6,9,12,16,12,11,1,1,20,1,1,1,17,1,1,1,1,1,1,1,183,74,12,20,0.6,5600,5750,4000,Northern_European,117,4,1999/9/29,0,0,3939.0,NK Istra 1961,16170605
Samuel Edozie,AM RL,19,115,-8,"England,Nigeria",Southampton,9,10,15,11,9,11,6,8,4,7,12,7,10,13,5,6,7,7,12,10,12,8,16,6,12,9,12,15,15,14,13,11,13,16,15,9,11,8,8,11,19,3,2,2,2,3,3,2,4,2,4,3,10,9,3,10,9,14,11,13,1,1,1,1,1,1,1,13,1,13,20,1,15,13,183,0,10,20,8.0,5750,5750,4250,Mixed_Race,118,11,2003/1/28,0,0,5800.0,,28126246
Alex Timossi Andersson,M/AM R,21,115,138,Sweden,sc Heerenveen,5,11,14,11,11,5,7,9,5,8,11,10,9,12,14,11,12,11,10,12,10,13,14,4,13,9,13,14,15,13,10,5,13,14,13,7,12,8,11,7,10,1,2,3,1,1,1,3,1,2,3,1,15,13,3,10,13,13,10,12,1,1,1,10,10,14,1,14,1,18,14,14,20,14,170,65,10,20,0.4,5998,5498,3999,Northern_European,111,4,2001/1/19,0,0,3999.0,,93101224
Burak Kapacak,M/AM RL,22,115,135,Turkey,Fenerbahçe A.Ş.,13,13,15,10,11,5,8,11,5,7,11,4,8,13,11,10,10,10,11,11,8,12,13,6,13,9,12,14,16,13,9,8,12,15,12,9,12,5,5,7,10,3,2,1,3,3,2,1,2,1,1,2,12,10,5,8,10,12,12,5,1,1,1,14,1,10,1,13,1,17,18,1,20,1,180,70,7,20,0.5,5800,5800,3803,Mediterranean_Hispanic,112,2,1999/12/8,0,0,3545.0,Fatih Karagümrük A.Ş.,70116131
Ali Akman,S,20,115,-8,Turkey,Eintracht Frankfurt,6,8,11,14,13,7,10,7,3,4,12,13,6,13,8,13,9,12,12,12,11,13,14,8,15,6,12,13,13,14,12,9,12,12,11,9,12,5,11,8,7,2,2,1,1,1,1,4,3,1,3,1,7,14,5,11,12,15,12,14,1,1,1,1,1,1,1,1,1,1,1,1,1,20,173,66,15,20,0.4,6047,6047,5497,Mediterranean_Hispanic,114,0,2002/4/18,0,0,10511.0,Göztepe A.Ş.,70118958
Željko Gavrić,AM RLC,21,115,138,"Serbia,Bosnia and Herzegovina",Ferencvárosi Torna Club,12,12,14,11,13,13,7,13,5,6,13,14,7,14,10,11,10,10,10,12,12,13,14,11,13,10,11,12,13,14,10,8,10,12,11,11,12,9,9,8,15,3,3,1,3,2,2,3,2,2,1,3,5,12,9,11,10,12,11,12,1,1,1,1,1,1,1,14,12,12,20,15,18,1,181,71,10,20,0.8,5626,5616,3619,Mediterranean_Hispanic,114,6,2000/12/5,2,0,3199.0,FK DAC 1904 Dunajska Streda,62201072
Tiago Almeida,D/WB/M R,20,115,143,Portugal,Clube Desportivo de Tondela,9,10,11,8,12,5,7,6,4,10,11,5,14,13,11,13,12,11,13,10,12,13,12,8,11,11,13,14,15,14,12,6,10,14,13,7,12,5,6,5,10,3,2,1,1,2,2,2,4,2,4,3,8,12,5,10,10,10,11,14,1,1,1,20,1,19,1,1,1,17,10,1,14,1,171,60,9,20,0.9,5744,5744,3495,Mediterranean_Hispanic,109,4,2001/8/28,0,0,1500.0,,83271816
Atakan Kesgin,M/AM C,21,115,-75,Turkey,Beşiktaş A.Ş.,11,12,12,9,13,8,7,11,4,10,13,11,7,14,11,14,6,14,13,12,13,12,14,5,14,6,13,12,12,13,12,7,14,11,11,8,11,4,8,4,12,2,1,2,3,2,3,4,2,1,2,2,8,11,4,10,10,14,11,13,1,1,1,1,1,1,12,1,20,12,1,16,1,1,176,68,10,20,1.1,5850,5850,4100,Mediterranean_Hispanic,106,2,2000/11/5,0,0,5529.0,,70110548
